LL	Hydro
3675	hydrophobic
3676	hydrophobic
3678	hydrophobic
3679	hydrophobic
3680	hydrophobic
3682	hydrophobic
3683	hydrophobic
3684	hydrophobic
3685	hydrophobic
3687	hydrophobic
3688	hydrophobic
3689	hydrophobic
3690	hydrophobic
3692	hydrophilic
3695	hydrophobic
3699	hydrophobic
3706	hydrophobic
3707	hydrophobic
3708	hydrophobic
3712	hydrophobic
3716	hydrophobic
3718	hydrophobic
3725	hydrophobic
3726	hydrophobic
3728	hydrophobic
3730	hydrophobic
3736	hydrophobic
3739	hydrophobic
3741	hydrophobic
3742	hydrophobic
3743	hydrophilic
3751	hydrophobic
3753	hydrophobic
3755	hydrophobic
3756	hydrophobic
3757	hydrophobic
3760	hydrophobic
3766	hydrophilic
3767	hydrophilic
3769	hydrophilic
3770	hydrophobic
3775	hydrophilic
3776	hydrophilic
3777	hydrophilic
3779	hydrophobic
3780	hydrophobic
3783	hydrophilic
3784	hydrophobic
3785	hydrophobic
3786	hydrophobic
3787	hydrophobic
3791	hydrophobic
3792	hydrophobic
3795	hydrophobic
3815	hydrophobic
3816	hydrophobic
3818	hydrophobic
3820	hydrophobic
3821	hydrophobic
3821	hydrophobic
3822	hydrophobic
3823	hydrophobic
3823	hydrophobic
3824	hydrophobic
3824	hydrophobic
3832	hydrophobic
3835	hydrophobic
3836	hydrophobic
3838	hydrophobic
3839	hydrophobic
3841	hydrophobic
3842	hydrophobic
3848	hydrophobic
3849	hydrophobic
3850	hydrophobic
3851	hydrophobic
3852	hydrophobic
3855	hydrophobic
3857	hydrophobic
3858	hydrophobic
3859	hydrophobic
3860	hydrophobic
3861	hydrophobic
3866	hydrophobic
3872	hydrophobic
3875	hydrophobic
3881	hydrophobic
3882	hydrophobic
3883	hydrophobic
3884	hydrophobic
3885	hydrophobic
3886	hydrophobic
3887	hydrophobic
3889	hydrophobic
3891	hydrophobic
3892	hydrophobic
3899	hydrophobic
3902	hydrophobic
3903	hydrophobic
3904	hydrophobic
3906	hydrophilic
3908	hydrophobic
3909	hydrophobic
3912	hydrophobic
3914	hydrophobic
3915	hydrophobic
3916	hydrophobic
3920	hydrophobic
3920	hydrophobic
3927	hydrophobic
3929	hydrophilic
3931	hydrophobic
3936	hydrophobic
3948	hydrophilic
3949	hydrophobic
3950	hydrophobic
3952	hydrophilic
3956	hydrophobic
3960	hydrophobic
3963	hydrophobic
3965	hydrophobic
3965	hydrophobic
3972	hydrophilic
3973	hydrophilic
3976	hydrophilic
3977	hydrophobic
3978	hydrophobic
3980	hydrophobic
3980	hydrophobic
3981	hydrophobic
3983	hydrophobic
3983	hydrophobic
3983	hydrophobic
3984	hydrophobic
3988	hydrophobic
3990	hydrophobic
3992	hydrophobic
3995	hydrophobic
3996	hydrophobic
4004	hydrophobic
4008	hydrophobic
4010	hydrophobic
4014	hydrophobic
4023	hydrophobic
4033	hydrophobic
4034	hydrophobic
4036	hydrophobic
4045	hydrophobic
4046	hydrophobic
4048	hydrophobic
4049	hydrophilic
4050	hydrophilic
4050	hydrophilic
4051	hydrophobic
4052	hydrophobic
4053	hydrophobic
4055	hydrophobic
4056	hydrophilic
4061	hydrophilic
4063	hydrophobic
4069	hydrophobic
4070	hydrophobic
4071	hydrophilic
4072	hydrophobic
4074	hydrophobic
4077	hydrophobic
4077	hydrophobic
4077	hydrophobic
4084	hydrophobic
4085	hydrophobic
4099	hydrophobic
4099	hydrophobic
4112	hydrophobic
4113	hydrophobic
4114	hydrophobic
4115	hydrophobic
4116	hydrophobic
4117	hydrophobic
4118	hydrophilic
4121	hydrophobic
4124	hydrophobic
4125	hydrophobic
4126	hydrophobic
4128	hydrophobic
4131	hydrophobic
4133	hydrophobic
4133	hydrophobic
4133	hydrophobic
4133	hydrophobic
4134	hydrophobic
4137	hydrophobic
4139	hydrophobic
4142	hydrophilic
4143	hydrophobic
4146	hydrophobic
4147	hydrophobic
4148	hydrophobic
4150	hydrophobic
4152	hydrophobic
4153	hydrophobic
4158	hydrophilic
4163	hydrophobic
4185	hydrophobic
4190	hydrophobic
4191	hydrophilic
4192	hydrophobic
4193	hydrophobic
4194	hydrophobic
4199	hydrophobic
4200	hydrophobic
4210	hydrophobic
4211	hydrophobic
4212	hydrophobic
4215	hydrophobic
4216	hydrophobic
4216	hydrophobic
4217	hydrophobic
4221	hydrophobic
4222	hydrophobic
4222	hydrophobic
4223	hydrophobic
4233	hydrophobic
4237	hydrophobic
4239	hydrophobic
4241	hydrophobic
4242	hydrophobic
4245	hydrophobic
4247	hydrophobic
4248	hydrophobic
4249	hydrophobic
4250	hydrophilic
4254	hydrophobic
4254	hydrophobic
4261	hydrophobic
4276	hydrophobic
4277	hydrophobic
4281	hydrophobic
4282	hydrophobic
4283	hydrophobic
4284	hydrophilic
4285	hydrophobic
4286	hydrophobic
4292	hydrophobic
4295	hydrophobic
4308	hydrophobic
4311	hydrophobic
4312	hydrophobic
4313	hydrophobic
4314	hydrophobic
4316	hydrophobic
4317	hydrophobic
4319	hydrophobic
4320	hydrophobic
4321	hydrophobic
4322	hydrophobic
4324	hydrophobic
4325	hydrophobic
4327	hydrophobic
4328	hydrophobic
4330	hydrophobic
4331	hydrophobic
4332	hydrophobic
4337	hydrophobic
4337	hydrophobic
4340	hydrophilic
4345	hydrophilic
4351	hydrophobic
4353	hydrophobic
4354	hydrophobic
4356	hydrophobic
4360	hydrophobic
4436	hydrophobic
4439	hydrophobic
4440	hydrophobic
4477	hydrophobic
4478	hydrophobic
4481	hydrophobic
4482	hydrophobic
4487	hydrophobic
4488	hydrophobic
4507	hydrophobic
4522	hydrophobic
4528	hydrophobic
4534	hydrophobic
4543	hydrophilic
4544	hydrophilic
4547	hydrophobic
4548	hydrophobic
4552	hydrophobic
4583	hydrophobic
4591	hydrophobic
4594	hydrophobic
4597	hydrophobic
4598	hydrophilic
4599	hydrophobic
4600	hydrophobic
4601	hydrophobic
4607	hydrophobic
4609	hydrophobic
4619	hydrophobic
4621	hydrophobic
4624	hydrophobic
4625	hydrophobic
4626	hydrophobic
4629	hydrophobic
4632	hydrophobic
4632	hydrophobic
4633	hydrophobic
4634	hydrophobic
4635	hydrophobic
4636	hydrophobic
4637	hydrophobic
4637	hydrophobic
4637	hydrophobic
4638	hydrophobic
4640	hydrophobic
4653	hydrophobic
4654	hydrophobic
4656	hydrophobic
4659	hydrophobic
4661	hydrophobic
4668	hydrophobic
4669	hydrophobic
4671	hydrophobic
4674	hydrophobic
4675	hydrophobic
4676	hydrophobic
4677	hydrophobic
4678	hydrophobic
4683	hydrophobic
4684	hydrophobic
4687	hydrophobic
4688	hydrophobic
4689	hydrophobic
4689	hydrophobic
4693	hydrophobic
4694	hydrophobic
4696	hydrophobic
4703	hydrophobic
4713	hydrophobic
4716	hydrophobic
4729	hydrophobic
4744	hydrophobic
4745	hydrophobic
4752	hydrophobic
4753	hydrophobic
4758	hydrophobic
4763	hydrophobic
4771	hydrophobic
4773	hydrophobic
4775	hydrophobic
4776	hydrophobic
4800	hydrophobic
4801	hydrophobic
4802	hydrophobic
4804	hydrophobic
4829	hydrophilic
4830	hydrophobic
4833	hydrophobic
4837	hydrophobic
4838	hydrophobic
4853	hydrophobic
4854	hydrophobic
4855	hydrophobic
4857	hydrophobic
4857	hydrophobic
4858	hydrophilic
4860	hydrophobic
4862	hydrophobic
4864	hydrophilic
4867	hydrophobic
4882	hydrophobic
4882	hydrophobic
4884	hydrophobic
4885	hydrophobic
4893	hydrophobic
4900	hydrophobic
4902	hydrophobic
4909	hydrophobic
4913	hydrophobic
4914	hydrophobic
4920	hydrophobic
4921	hydrophobic
4922	hydrophobic
4923	hydrophilic
4929	hydrophobic
4935	hydrophilic
4938	hydrophobic
4939	hydrophobic
4940	hydrophobic
4942	hydrophobic
4947	hydrophobic
4948	hydrophilic
4950	hydrophobic
4951	hydrophobic
4952	hydrophobic
4952	hydrophobic
4953	hydrophobic
4956	hydrophobic
4969	hydrophobic
4969	hydrophobic
4973	hydrophobic
4975	hydrophobic
4978	hydrophobic
4983	hydrophobic
4985	hydrophilic
4987	hydrophilic
4991	hydrophilic
4995	hydrophilic
5002	hydrophilic
5004	hydrophobic
5005	hydrophobic
5007	hydrophobic
5013	hydrophobic
5017	hydrophobic
5019	hydrophobic
5020	hydrophilic
5021	hydrophilic
5023	hydrophobic
5029	hydrophilic
5030	hydrophilic
5045	hydrophobic
5048	hydrophobic
5051	hydrophobic
5053	hydrophobic
5058	hydrophobic
5062	hydrophobic
5063	hydrophobic
5066	hydrophobic
5068	hydrophobic
5069	hydrophobic
5071	hydrophobic
5071	hydrophobic
5071	hydrophobic
5073	hydrophobic
5074	hydrophobic
5076	hydrophobic
5076	hydrophobic
5076	hydrophobic
5076	hydrophobic
5076	hydrophobic
5077	hydrophobic
5077	hydrophobic
5078	hydrophobic
5079	hydrophobic
5080	hydrophobic
5080	hydrophobic
5081	hydrophobic
5081	hydrophobic
5083	hydrophobic
5089	hydrophobic
5091	hydrophobic
5092	hydrophobic
5093	hydrophobic
5094	hydrophobic
5095	hydrophobic
5097	hydrophobic
5098	hydrophobic
5098	hydrophobic
5098	hydrophobic
5099	hydrophobic
5100	hydrophobic
5116	hydrophobic
5118	hydrophobic
5122	hydrophobic
5127	hydrophobic
5128	hydrophobic
5140	hydrophobic
5141	hydrophobic
5142	hydrophobic
5145	hydrophobic
5147	hydrophobic
5148	hydrophobic
5150	hydrophobic
5150	hydrophobic
5151	hydrophobic
5154	hydrophobic
5155	hydrophobic
5156	hydrophobic
5157	hydrophobic
5158	hydrophobic
5159	hydrophobic
5160	hydrophobic
5163	hydrophobic
5172	hydrophilic
5173	hydrophobic
5184	hydrophobic
5187	hydrophobic
5191	hydrophobic
5194	hydrophobic
5195	hydrophobic
5201	hydrophobic
5204	hydrophobic
5214	hydrophobic
5217	hydrophobic
5226	hydrophobic
5243	hydrophilic
5244	hydrophilic
5245	hydrophilic
5250	hydrophilic
5250	hydrophilic
5251	hydrophobic
5252	hydrophobic
5256	hydrophobic
5264	hydrophobic
5266	hydrophilic
5276	hydrophobic
5277	hydrophilic
5279	hydrophilic
5281	hydrophilic
5283	hydrophilic
5284	hydrophobic
5286	hydrophobic
5287	hydrophobic
5288	hydrophobic
5294	hydrophobic
5297	hydrophobic
5297	hydrophobic
5304	hydrophilic
5317	hydrophobic
5321	hydrophobic
5324	hydrophobic
5325	hydrophobic
5325	hydrophobic
5326	hydrophobic
5327	hydrophobic
5329	hydrophobic
5331	hydrophobic
5345	hydrophobic
5349	hydrophilic
5350	hydrophilic
5351	hydrophobic
5357	hydrophobic
5359	hydrophobic
5371	hydrophobic
5371	hydrophobic
5371	hydrophobic
5371	hydrophobic
5371	hydrophobic
5371	hydrophobic
5371	hydrophobic
5371	hydrophobic
5372	hydrophobic
5373	hydrophobic
5376	hydrophilic
5378	hydrophobic
5395	hydrophobic
5396	hydrophobic
5406	hydrophobic
5409	hydrophobic
5414	hydrophobic
5428	hydrophobic
5430	hydrophobic
5431	hydrophobic
5432	hydrophobic
5433	hydrophobic
5434	hydrophobic
5435	hydrophobic
5436	hydrophilic
5437	hydrophobic
5438	hydrophobic
5439	hydrophobic
5447	hydrophobic
5449	hydrophobic
5459	hydrophobic
5465	hydrophobic
5467	hydrophobic
5469	hydrophobic
5470	hydrophobic
5475	hydrophobic
5476	hydrophobic
5494	hydrophobic
5494	hydrophobic
5494	hydrophobic
5495	hydrophobic
5495	hydrophobic
5495	hydrophobic
5506	hydrophobic
5509	hydrophobic
5511	hydrophobic
5514	hydrophobic
5515	hydrophobic
5531	hydrophobic
5582	hydrophobic
5590	hydrophobic
5594	hydrophobic
5596	hydrophobic
5597	hydrophobic
5599	hydrophobic
5602	hydrophobic
5604	hydrophobic
5605	hydrophobic
5606	hydrophobic
5607	hydrophobic
5608	hydrophobic
5608	hydrophobic
5610	hydrophobic
5611	hydrophobic
5616	hydrophobic
5623	hydrophobic
5624	hydrophobic
5630	hydrophobic
5636	hydrophobic
5644	hydrophobic
5645	hydrophobic
5646	hydrophobic
5651	hydrophobic
5652	hydrophilic
5653	hydrophobic
5654	hydrophobic
5660	hydrophobic
5663	hydrophilic
5663	hydrophilic
5663	hydrophilic
5664	hydrophilic
5664	hydrophilic
5682	hydrophobic
5683	hydrophobic
5684	hydrophobic
5686	hydrophobic
5687	hydrophobic
5688	hydrophobic
5692	hydrophobic
5693	hydrophobic
5694	hydrophilic
5695	hydrophobic
5699	hydrophilic
5700	hydrophobic
5701	hydrophobic
5705	hydrophobic
5706	hydrophobic
5707	hydrophobic
5709	hydrophobic
5710	hydrophobic
5713	hydrophobic
5716	hydrophobic
5717	hydrophobic
5718	hydrophobic
5719	hydrophobic
5720	hydrophobic
5721	hydrophobic
5723	hydrophobic
5725	hydrophobic
5725	hydrophobic
5725	hydrophobic
5727	hydrophobic
5728	hydrophobic
5729	hydrophilic
5734	hydrophilic
5737	hydrophilic
5740	hydrophobic
5741	hydrophobic
5742	hydrophobic
5742	hydrophobic
5743	hydrophobic
5768	hydrophobic
5770	hydrophobic
5771	hydrophobic
5774	hydrophobic
5775	hydrophobic
5777	hydrophobic
5778	hydrophobic
5778	hydrophobic
5778	hydrophobic
5780	hydrophobic
5781	hydrophobic
5781	hydrophobic
5783	hydrophobic
5786	hydrophobic
5787	hydrophobic
5788	hydrophobic
5789	hydrophobic
5792	hydrophobic
5794	hydrophobic
5795	hydrophobic
5796	hydrophobic
5797	hydrophobic
5798	hydrophobic
5799	hydrophobic
5800	hydrophobic
5801	hydrophobic
5802	hydrophobic
5805	hydrophobic
5810	hydrophobic
5818	hydrophobic
5819	hydrophobic
5824	hydrophobic
5825	hydrophobic
5836	hydrophobic
5860	hydrophilic
5866	hydrophobic
5871	hydrophobic
5880	hydrophobic
5883	hydrophobic
5884	hydrophobic
5885	hydrophobic
5887	hydrophobic
5889	hydrophobic
5889	hydrophobic
5889	hydrophobic
5890	hydrophilic
5893	hydrophobic
5894	hydrophobic
5896	hydrophobic
5897	hydrophobic
5899	hydrophobic
5901	hydrophobic
5902	hydrophobic
5903	hydrophobic
5905	hydrophobic
5912	hydrophobic
5915	hydrophobic
5917	hydrophobic
5918	hydrophobic
5919	hydrophobic
5920	hydrophobic
5921	hydrophobic
5925	hydrophobic
5931	hydrophobic
5932	hydrophobic
5937	hydrophobic
5939	hydrophobic
5947	hydrophobic
5948	hydrophobic
5949	hydrophilic
5954	hydrophobic
5955	hydrophobic
5957	hydrophobic
5962	hydrophobic
5972	hydrophobic
5973	hydrophobic
5976	hydrophobic
5977	hydrophobic
5979	hydrophobic
5987	hydrophobic
5989	hydrophobic
5990	hydrophobic
5991	hydrophobic
5993	hydrophobic
5994	hydrophobic
5997	hydrophobic
5998	hydrophobic
6001	hydrophobic
6003	hydrophobic
6010	hydrophilic
6015	hydrophobic
6036	hydrophobic
6037	hydrophobic
6059	hydrophobic
6091	hydrophobic
6095	hydrophobic
6098	hydrophobic
6101	hydrophobic
6119	hydrophilic
6130	hydrophobic
6132	hydrophobic
6132	hydrophobic
6133	hydrophobic
6134	hydrophobic
6136	hydrophobic
6139	hydrophobic
6141	hydrophobic
6142	hydrophobic
6143	hydrophobic
6146	hydrophobic
6147	hydrophobic
6152	hydrophobic
6154	hydrophobic
6155	hydrophobic
6157	hydrophobic
6158	hydrophobic
6159	hydrophobic
6161	hydrophobic
6167	hydrophobic
6169	hydrophobic
6170	hydrophobic
6171	hydrophobic
6176	hydrophilic
6181	hydrophobic
6183	hydrophobic
6191	hydrophobic
6193	hydrophobic
6194	hydrophobic
6202	hydrophobic
6203	hydrophobic
6204	hydrophobic
6206	hydrophobic
6207	hydrophobic
6208	hydrophobic
6209	hydrophobic
6218	hydrophobic
6222	hydrophobic
6223	hydrophobic
6224	hydrophobic
6227	hydrophobic
6228	hydrophobic
6229	hydrophobic
6230	hydrophobic
6232	hydrophobic
6234	hydrophobic
6235	hydrophobic
6238	hydrophobic
6240	hydrophobic
6241	hydrophobic
6251	hydrophobic
6256	hydrophobic
6259	hydrophobic
6261	hydrophobic
6271	hydrophobic
6272	hydrophobic
6273	hydrophobic
6274	hydrophobic
6275	hydrophobic
6276	hydrophobic
6277	hydrophobic
6278	hydrophobic
6279	hydrophobic
6280	hydrophobic
6281	hydrophobic
6284	hydrophobic
6285	hydrophobic
6286	hydrophobic
6293	hydrophobic
6293	hydrophobic
6294	hydrophobic
6295	hydrophobic
6300	hydrophobic
6303	hydrophobic
6310	hydrophobic
6311	hydrophobic
6314	hydrophobic
6318	hydrophobic
6324	hydrophobic
6341	hydrophobic
6344	hydrophilic
6347	hydrophobic
6351	hydrophilic
6356	hydrophobic
6358	hydrophobic
6358	hydrophobic
6358	hydrophobic
6359	hydrophilic
6359	hydrophilic
6361	hydrophobic
6362	hydrophilic
6363	hydrophilic
6366	hydrophobic
6369	hydrophobic
6372	hydrophilic
6375	hydrophobic
6382	hydrophobic
6383	hydrophobic
6388	hydrophobic
6389	hydrophobic
6390	hydrophobic
6391	hydrophilic
6392	hydrophilic
6397	hydrophobic
6398	hydrophilic
6401	hydrophobic
6402	hydrophobic
6403	hydrophobic
6404	hydrophobic
6405	hydrophobic
6416	hydrophobic
6424	hydrophobic
6425	hydrophobic
6433	hydrophobic
6442	hydrophobic
6445	hydrophilic
6456	hydrophobic
6464	hydrophobic
6469	hydrophobic
6473	hydrophobic
6474	hydrophobic
6477	hydrophobic
6487	hydrophobic
6489	hydrophobic
6493	hydrophobic
6502	hydrophobic
6507	hydrophilic
6514	hydrophilic
6521	hydrophilic
6530	hydrophilic
6534	hydrophilic
6540	hydrophilic
6547	hydrophilic
6548	hydrophilic
6550	hydrophilic
6555	hydrophilic
6557	hydrophilic
6559	hydrophilic
6581	hydrophilic
6582	hydrophilic
6584	hydrophilic
6585	hydrophobic
6586	hydrophobic
6590	hydrophobic
6594	hydrophobic
6596	hydrophobic
6597	hydrophobic
6599	hydrophobic
6603	hydrophobic
6604	hydrophobic
6606	hydrophobic
6616	hydrophobic
6617	hydrophobic
6619	hydrophobic
6620	hydrophobic
6622	hydrophobic
6622	hydrophobic
6623	hydrophobic
6625	hydrophobic
6628	hydrophobic
6633	hydrophobic
6638	hydrophobic
6638	hydrophobic
6638	hydrophobic
6638	hydrophobic
6638	hydrophobic
6640	hydrophobic
6647	hydrophobic
6649	hydrophobic
6651	hydrophobic
6653	hydrophobic
6662	hydrophobic
6674	hydrophobic
6676	hydrophobic
6692	hydrophobic
6694	hydrophobic
6696	hydrophobic
6713	hydrophilic
6715	hydrophilic
6716	hydrophilic
6718	hydrophobic
6720	hydrophobic
6721	hydrophobic
6736	hydrophobic
6737	hydrophobic
6741	hydrophobic
6745	hydrophobic
6746	hydrophilic
6748	hydrophilic
6749	hydrophobic
6751	hydrophilic
6752	hydrophilic
6754	hydrophilic
6755	hydrophilic
6768	hydrophobic
6775	hydrophobic
6777	hydrophobic
6779	hydrophobic
6780	hydrophobic
6783	hydrophobic
6786	hydrophobic
6799	hydrophobic
6799	hydrophobic
6804	hydrophobic
6817	hydrophobic
6817	hydrophobic
6817	hydrophobic
6817	hydrophobic
6817	hydrophobic
6818	hydrophobic
6818	hydrophobic
6820	hydrophobic
6821	hydrophobic
6822	hydrophobic
6827	hydrophobic
6834	hydrophobic
6840	hydrophobic
6843	hydrophobic
6844	hydrophobic
6854	hydrophobic
6855	hydrophobic
6862	hydrophobic
6863	hydrophobic
6863	hydrophobic
6863	hydrophobic
6863	hydrophobic
6865	hydrophilic
6867	hydrophobic
6870	hydrophilic
6872	hydrophobic
6873	hydrophobic
6874	hydrophobic
6876	hydrophobic
6880	hydrophobic
6881	hydrophobic
6884	hydrophobic
6885	hydrophobic
6897	hydrophobic
6898	hydrophobic
6899	hydrophobic
6901	hydrophobic
6902	hydrophobic
6903	hydrophobic
6905	hydrophobic
6906	hydrophilic
6909	hydrophobic
6911	hydrophobic
6916	hydrophobic
6924	hydrophobic
6925	hydrophobic
6926	hydrophobic
6928	hydrophobic
6929	hydrophobic
6934	hydrophobic
6936	hydrophobic
6938	hydrophobic
6943	hydrophobic
6947	hydrophobic
6948	hydrophobic
6949	hydrophobic
6992	hydrophobic
7003	hydrophobic
7005	hydrophobic
7006	hydrophobic
7010	hydrophobic
7016	hydrophobic
7018	hydrophobic
7019	hydrophobic
7019	hydrophilic
7023	hydrophobic
7031	hydrophilic
7036	hydrophobic
7040	hydrophobic
7050	hydrophobic
7056	hydrophobic
7064	hydrophobic
7066	hydrophobic
7073	hydrophobic
7076	hydrophobic
7077	hydrophobic
7079	hydrophobic
7082	hydrophobic
7084	hydrophobic
7087	hydrophobic
7095	hydrophobic
7098	hydrophobic
7099	hydrophilic
7100	hydrophilic
7105	hydrophilic
7122	hydrophilic
7124	hydrophobic
7127	hydrophobic
7128	hydrophobic
7133	hydrophobic
7134	hydrophobic
7138	hydrophobic
7141	hydrophobic
7150	hydrophobic
7155	hydrophobic
7156	hydrophobic
7157	hydrophobic
7169	hydrophobic
7172	hydrophobic
7176	hydrophobic
7187	hydrophobic
7188	hydrophobic
7189	hydrophobic
7205	hydrophobic
7216	hydrophobic
7216	hydrophobic
7216	hydrophobic
7216	hydrophobic
7216	hydrophobic
7247	hydrophobic
7248	hydrophobic
7251	hydrophobic
7252	hydrophilic
7253	hydrophilic
7257	hydrophobic
7258	hydrophobic
7260	hydrophobic
7262	hydrophobic
7263	hydrophobic
7264	hydrophobic
7276	hydrophobic
7277	hydrophobic
7278	hydrophobic
7287	hydrophobic
7288	hydrophobic
7289	hydrophobic
7290	hydrophobic
7291	hydrophobic
7292	hydrophobic
7299	hydrophobic
7305	hydrophilic
7306	hydrophobic
7311	hydrophobic
7320	hydrophobic
7328	hydrophobic
7329	hydrophobic
7335	hydrophobic
7336	hydrophobic
7337	hydrophobic
7349	hydrophobic
7350	hydrophilic
7353	hydrophobic
7357	hydrophilic
7372	hydrophilic
7374	hydrophobic
7378	hydrophilic
7390	hydrophobic
7407	hydrophobic
7410	hydrophobic
7411	hydrophobic
7414	hydrophobic
7414	hydrophobic
7421	hydrophobic
7425	hydrophobic
7428	hydrophobic
7431	hydrophobic
7450	hydrophobic
7453	hydrophobic
7454	hydrophobic
7455	hydrophobic
7456	hydrophobic
7458	hydrophobic
7461	hydrophobic
7464	hydrophobic
7465	hydrophobic
7466	hydrophilic
7468	hydrophobic
7468	hydrophobic
7472	hydrophobic
7474	hydrophobic
7475	hydrophobic
7476	hydrophobic
7477	hydrophobic
7478	hydrophobic
7478	hydrophobic
7479	hydrophobic
7480	hydrophobic
7481	hydrophobic
7483	hydrophobic
7484	hydrophobic
7485	hydrophilic
7486	hydrophobic
7490	hydrophobic
7498	hydrophobic
7514	hydrophobic
7515	hydrophobic
7518	hydrophobic
7528	hydrophobic
7529	hydrophobic
7534	hydrophobic
7536	hydrophobic
7545	hydrophobic
7547	hydrophobic
7701	hydrophobic
7707	hydrophobic
7709	hydrophobic
7712	hydrophobic
7718	hydrophobic
7743	hydrophobic
7753	hydrophobic
7783	hydrophobic
7786	hydrophobic
7799	hydrophobic
7802	hydrophobic
7804	hydrophobic
7809	hydrophobic
7818	hydrophobic
7832	hydrophobic
7840	hydrophobic
7841	hydrophobic
7849	hydrophobic
7849	hydrophobic
7849	hydrophobic
7849	hydrophobic
7849	hydrophobic
7851	hydrophilic
7857	hydrophobic
7862	hydrophobic
7866	hydrophobic
7867	hydrophobic
7873	hydrophobic
7917	hydrophobic
7919	hydrophobic
7936	hydrophobic
7957	hydrophobic
7965	hydrophobic
7979	hydrophobic
8019	hydrophobic
8027	hydrophobic
8029	hydrophobic
8038	hydrophobic
8048	hydrophobic
8076	hydrophobic
8082	hydrophilic
8091	hydrophobic
8099	hydrophobic
8106	hydrophobic
8115	hydrophobic
8128	hydrophobic
8148	hydrophobic
8165	hydrophobic
8192	hydrophobic
8204	hydrophobic
8218	hydrophobic
8220	hydrophobic
8224	hydrophobic
8239	hydrophobic
8242	hydrophobic
8260	hydrophobic
8263	hydrophilic
8269	hydrophilic
8270	hydrophobic
8287	hydrophobic
8288	hydrophobic
8290	hydrophobic
8291	hydrophobic
8292	hydrophobic
8292	hydrophobic
8292	hydrophobic
8292	hydrophobic
8292	hydrophobic
8292	hydrophobic
8292	hydrophobic
8292	hydrophobic
8294	hydrophobic
8302	hydrophobic
8309	hydrophobic
8310	hydrophobic
8312	hydrophobic
8313	hydrophobic
8314	hydrophobic
8315	hydrophobic
8317	hydrophobic
8318	hydrophobic
8321	hydrophilic
8322	hydrophilic
8323	hydrophilic
8324	hydrophilic
8325	hydrophilic
8326	hydrophilic
8329	hydrophobic
8330	hydrophobic
8332	hydrophobic
8334	hydrophobic
8336	hydrophobic
8337	hydrophobic
8338	hydrophobic
8340	hydrophobic
8341	hydrophobic
8342	hydrophobic
8343	hydrophobic
8344	hydrophobic
8345	hydrophobic
8346	hydrophobic
8347	hydrophobic
8348	hydrophobic
8349	hydrophobic
8350	hydrophobic
8351	hydrophobic
8352	hydrophobic
8353	hydrophobic
8354	hydrophobic
8355	hydrophobic
8356	hydrophobic
8358	hydrophobic
8359	hydrophobic
8360	hydrophobic
8361	hydrophobic
8362	hydrophobic
8363	hydrophobic
8364	hydrophobic
8365	hydrophobic
8366	hydrophobic
8367	hydrophobic
8368	hydrophobic
8369	hydrophobic
8370	hydrophobic
8379	hydrophobic
8385	hydrophilic
8387	hydrophilic
8388	hydrophilic
8390	hydrophilic
8395	hydrophobic
8398	hydrophobic
8407	hydrophobic
8409	hydrophobic
8412	hydrophobic
8416	hydrophobic
8419	hydrophobic
8424	hydrophobic
8431	hydrophilic
8434	hydrophobic
8437	hydrophobic
8438	hydrophobic
8444	hydrophobic
8445	hydrophobic
8446	hydrophobic
8447	hydrophobic
8448	hydrophobic
8449	hydrophobic
8451	hydrophobic
8452	hydrophobic
8455	hydrophobic
8456	hydrophobic
8459	hydrophobic
8463	hydrophobic
8467	hydrophobic
8468	hydrophobic
8470	hydrophobic
8471	hydrophobic
8473	hydrophobic
8479	hydrophobic
8480	hydrophobic
8482	hydrophobic
8483	hydrophobic
8484	hydrophilic
8490	hydrophobic
8491	hydrophobic
8492	hydrophobic
8493	hydrophobic
8496	hydrophobic
8498	hydrophobic
8498	hydrophobic
8498	hydrophobic
8498	hydrophobic
8499	hydrophobic
8500	hydrophobic
8502	hydrophobic
8505	hydrophobic
8506	hydrophobic
8508	hydrophobic
8511	hydrophobic
8513	hydrophobic
8514	hydrophobic
8515	hydrophobic
8518	hydrophobic
8520	hydrophobic
8521	hydrophobic
8522	hydrophobic
8522	hydrophobic
8526	hydrophobic
8527	hydrophobic
8528	hydrophobic
8528	hydrophobic
8529	hydrophobic
8532	hydrophobic
8533	hydrophobic
8534	hydrophobic
8536	hydrophobic
8537	hydrophobic
8538	hydrophobic
8540	hydrophobic
8544	hydrophobic
8545	hydrophobic
8547	hydrophobic
8550	hydrophobic
8552	hydrophilic
8553	hydrophobic
8555	hydrophobic
8556	hydrophobic
8557	hydrophobic
8559	hydrophobic
8562	hydrophobic
8564	hydrophobic
8565	hydrophobic
8577	hydrophobic
8581	hydrophilic
8600	hydrophobic
8601	hydrophobic
8607	hydrophobic
8612	hydrophilic
8614	hydrophobic
8615	hydrophobic
8618	hydrophobic
8620	hydrophobic
8622	hydrophobic
8623	hydrophobic
8625	hydrophobic
8629	hydrophobic
8631	hydrophobic
8633	hydrophobic
8635	hydrophobic
8638	hydrophobic
8639	hydrophobic
8641	hydrophobic
8642	hydrophobic
8643	hydrophilic
8645	hydrophobic
8646	hydrophobic
8647	hydrophilic
8649	hydrophilic
8651	hydrophobic
8653	hydrophobic
8655	hydrophobic
8659	hydrophobic
8660	hydrophobic
8663	hydrophobic
8664	hydrophobic
8673	hydrophobic
8674	hydrophobic
8688	hydrophobic
